Date,Team,Notes,Year injured,Injured,Player
2/28/2014,Celtics,torn meniscus in left knee (out indefinitely),2014,1,Gerald Wallace
2/28/2014,Clippers,strained left calf (DTD),2014,1,Jamal Crawford
2/28/2014,Hawks,surgery on right shoulder (out for season),2014,1,Gustavo Ayon
2/28/2014,Pelicans,surgery on right tibia to repair stress fracture (out for season),2014,1,Jrue Holiday
2/28/2014,Rockets,surgery on right knee (out indefinitely),2014,1,Greg Smith 
2/28/2014,Warriors,strained left hamstring / strep throat (DNP),2014,1,Nemanja Nedovic
3/1/2014,Celtics,torn meniscus in left knee (DNP),2014,1,Gerald Wallace
3/1/2014,Clippers,strained left calf (DNP),2014,1,Jamal Crawford
3/1/2014,Nets,back spasms (DNP),2014,1,Kevin Garnett
3/1/2014,Pacers,bruised left shoulder (DNP),2014,1,George Hill
3/1/2014,Rockets,illness (DNP),2014,1,Chandler Parsons
3/1/2014,Rockets,recovering from surgery on right knee (DNP),2014,1,Greg Smith 
3/2/2014,Magic,sore calf (DTD),2014,1,Jameer Nelson
3/3/2014,Bobcats,strained right calf (DNP),2014,1,Gerald Henderson 
3/3/2014,Grizzlies,ankle injury (DNP),2014,1,James Johnson
3/3/2014,Wizards,sore back (DNP),2014,1,Martell Webster
3/4/2014,Celtics,"arthroscopic surgery on left knee to repair torn meniscus, and ankle (out indefinitely)",2014,1,Gerald Wallace
3/4/2014,Suns,sprained right knee (DNP),2014,1,Miles Plumlee
3/5/2014,Celtics,"recovering from arthroscopic surgery on left knee to repair torn meniscus, and ankle (DNP)",2014,1,Gerald Wallace
3/5/2014,Grizzlies,flu (DNP),2014,1,Zach Randolph
3/5/2014,Magic,sore left ankle (DNP),2014,1,Victor Oladipo
3/5/2014,Pacers,right elbow injury (DNP),2014,1,C.J. Watson
3/5/2014,Pistons,sprained left ankle (DNP),2014,1,Peyton Siva
3/5/2014,Suns,fractured left hand (out for season),2014,1,Leandro Barbosa
3/6/2014,Clippers,back spasms (DNP),2014,1,Jared Dudley
3/6/2014,Lakers,sore right knee (DNP),2014,1,Jordan Hill
3/8/2014,76ers,sore right foot (DNP),2014,1,Lorenzo Brown
3/10/2014,Cavaliers,strained left knee (out indefinitely),2014,1,Anthony Bennett
3/10/2014,Nets,back injury (DNP),2014,1,Kevin Garnett
3/11/2014,Bucks,right ankle injury (DNP),2014,1,Ersan Ilyasova
3/11/2014,Celtics,sore left ankle (DNP),2014,1,Avery Bradley
3/12/2014,Blazers,strained right hip (DNP),2014,1,Mo Williams
3/12/2014,Cavaliers,strained patellar tendon in left knee (DNP),2014,1,Anthony Bennett
3/12/2014,Knicks,rest (DNP),2014,1,Amar'e Stoudemire
3/12/2014,Pelicans,illness (DNP),2014,1,Eric Gordon
3/13/2014,Blazers,bruised lower back (DTD),2014,1,LaMarcus Aldridge
3/14/2014,Blazers,bruised lower back (DNP),2014,1,LaMarcus Aldridge
3/16/2014,Clippers,stomach virus (DNP),2014,1,Darren Collison
3/16/2014,Kings,right knee tendinitis (DNP),2014,1,DeMarcus Cousins
3/16/2014,Thunder,rest (DNP),2014,1,Russell Westbrook
3/16/2014,Timberwolves,sore right ankle (DNP),2014,1,Nikola Pekovic
3/17/2014,76ers,bruised right quadriceps (DNP),2014,1,James Anderson
3/17/2014,Bulls,flu (DNP),2014,1,Tornike Shengelia
3/17/2014,Cavaliers,strained left bicep (out indefinitely),2014,1,Kyrie Irving
3/17/2014,Celtics,knee injury / rest (DNP),2014,1,Rajon Rondo
3/17/2014,Rockets,sprained left ankle (DNP),2014,1,Dwight Howard
3/17/2014,Rockets,flu (DNP),2014,1,Omri Casspi
3/18/2014,Cavaliers,sprained left ankle (DNP),2014,1,Luol Deng
3/19/2014,Lakers,strained right groin (DNP),2014,1,Jordan Farmar
3/19/2014,Nuggets,sinus infection (DNP),2014,1,Ty Lawson
3/19/2014,Pelicans,upper respiratory infection (DNP),2014,1,Anthony Davis
3/19/2014,Pistons,strained neck (DNP),2014,1,Andre Drummond
3/20/2014,Cavaliers,patellar tendinitis in right knee (DNP),2014,1,Sergey Karasev
3/20/2014,Kings,arthroscopic surgery on right knee to repair torn medial menuscus (out for season),2014,1,Carl Landry
3/20/2014,Thunder,rest / knee injury (DNP),2014,1,Russell Westbrook
3/20/2014,Wizards,sore back (DNP),2014,1,Marcin Gortat
3/21/2014,Hawks,back spasms (DNP),2014,1,Kyle Korver
3/21/2014,Kings,sprained right ankle (DNP),2014,1,Quincy Acy
3/21/2014,Lakers,sore right foot (DNP),2014,1,Chris Kaman
3/21/2014,Lakers,upper respiratory infection (DNP),2014,1,Wes Johnson
3/22/2014,Bucks,fractured left hand (out indefinitely),2014,1,Nate Wolters
3/22/2014,Lakers,torn ligament in left wrist (out indefinitely),2014,1,Xavier Henry
3/22/2014,Mavericks,knee injury (DTD),2014,1,Gal Mekel
3/22/2014,Nuggets,torn ACL in right knee (out indefinitely),2014,1,J.J. Hickson
3/22/2014,Pelicans,left knee tendinitis (DNP),2014,1,Eric Gordon
3/22/2014,Spurs,strained right calf (DNP),2014,1,Matt Bonner
3/23/2014,Bucks,fractured left hand (DNP),2014,1,Nate Wolters
3/23/2014,Knicks,illness (DNP),2014,1,Iman Shumpert
3/23/2014,Lakers,torn ligament in left wrist (DNP),2014,1,Xavier Henry
3/23/2014,Mavericks,knee injury (DNP),2014,1,Gal Mekel
3/23/2014,Nuggets,torn ACL in right knee (DNP),2014,1,J.J. Hickson
3/23/2014,Nuggets,strained left hip/groin (DNP),2014,1,Wilson Chandler
3/24/2014,Grizzlies,stomach virus (DNP),2014,1,Tony Allen
3/24/2014,Heat,ankle injury (DNP),2014,1,Dwyane Wade
3/24/2014,Nets,sprained left ankle (DNP),2014,1,Andrei Kirilenko
3/24/2014,Nuggets,bruised left rib (DTD),2014,1,Jan Vesely
3/24/2014,Nuggets,strained left groin (DNP),2014,1,Wilson Chandler
3/24/2014,Pistons,sore back (DNP),2014,1,Charlie Villanueva
3/24/2014,Spurs,left Achilles injury (DNP),2014,1,Tony Parker
3/24/2014,Spurs,foot injury (DNP),2014,1,Danny Green
3/24/2014,Timberwolves,sprained left foot (DNP),2014,1,Jose Barea 
3/25/2014,Lakers,vertigo (DNP),2014,1,Pau Gasol
3/25/2014,Nuggets,surgery on right knee to repair torn ACL (out indefinitely),2014,1,J.J. Hickson
3/26/2014,Bobcats,sprained left ankle (DNP),2014,1,Gary Neal
3/26/2014,Heat,illness (DTD),2014,1,Ray Allen
3/26/2014,Kings,bruised right quadriceps (DNP),2014,1,Isaiah Thomas
3/26/2014,Nets,back injury (DNP),2014,1,Marcus Thornton 
3/26/2014,Nuggets,recovering from surgery on right knee to repair torn ACL (DNP),2014,1,J.J. Hickson
3/26/2014,Pelicans,illness (DNP),2014,1,Austin Rivers
3/26/2014,Pelicans,bone bruise in left knee (DNP),2014,1,Brian Roberts
3/27/2014,Bucks,sprained right ankle (DNP),2014,1,O.J. Mayo
3/27/2014,Hawks,sprained right ankle (DNP),2014,1,Pero Antic
3/28/2014,Heat,bruised right quadricap (DNP),2014,1,Mario Chalmers
3/28/2014,Kings,illness (DNP),2014,1,Derrick Williams
3/28/2014,Lakers,sore right knee (DNP),2014,1,Xavier Henry
3/28/2014,Nuggets,returned to lineup,2014,1,Jan Vesely
3/28/2014,Rockets,right knee injury (DTD) (CBC) / torn meniscus in right knee (out indefinitely),2014,1,Patrick Beverley
3/28/2014,Spurs,right foot inflammation (DNP),2014,1,Danny Green
3/28/2014,Thunder,back spasms (DNP),2014,1,Reggie Jackson 
3/28/2014,Warriors,strained right hamstring (DNP),2014,1,David Lee
3/28/2014,Heat,strained left hamstring (DNP),2014,1,Dwyane Wade
3/29/2014,76ers,sprained left ankle (DNP),2014,1,B.J. Mullens
3/29/2014,Clippers,strained left hamstring (DNP),2014,1,Danny Granger
3/29/2014,Hawks,stomach virus (DNP),2014,1,DeMarre Carroll
3/29/2014,Pelicans,left ankle injury (DNP),2014,1,Anthony Davis
3/29/2014,Rockets,torn meniscus in right knee / sprained right knee (P) (DNP),2014,1,Patrick Beverley
3/30/2014,Lakers,torn ligament in left wrist / knee injury (CBC) (DNP),2014,1,Xavier Henry
3/30/2014,Warriors,bruised pelvis (DNP),2014,1,Andrew Bogut
3/31/2014,Clippers,back spasms (DNP),2014,1,Blake Griffin
3/31/2014,Clippers,left calf injury (DNP),2014,1,Jamal Crawford
3/31/2014,Kings,illness (DNP),2014,1,Aaron Gray
3/31/2014,Knicks,knee injury (DNP),2014,1,Amar'e Stoudemire
3/31/2014,Knicks,stomach virus (DNP),2014,1,Toure Murry
3/31/2014,Spurs,sprained right foot / rib injury (CBC) (DNP),2014,1,Aron Baynes
4/1/2014,Rockets,sprained right knee (DNP),2014,1,Patrick Beverley
4/1/2014,Rockets,flu (DNP),2014,1,Terrence Jones
4/2/2014,Bobcats,sprained left ankle (DNP),2014,1,Josh McRoberts
4/2/2014,Cavaliers,sprained AC joint in right shoulder (DNP),2014,1,Anderson Varejao
4/2/2014,Celtics,strained right Achilles tendon (DNP),2014,1,Avery Bradley
4/2/2014,Kings,stomach illness (DNP),2014,1,Aaron Gray
4/2/2014,Lakers,sore right calf (DNP),2014,1,Chris Kaman
4/2/2014,Lakers,sprained ankle / nerve root irritation (P) (DNP),2014,1,Steve Nash
4/2/2014,Pacers,sore back (DNP),2014,1,Solomon Hill
4/2/2014,Spurs,rib injury (DNP),2014,1,Aron Baynes
4/2/2014,Spurs,strained lat (DNP),2014,1,Austin Daye
4/2/2014,Warriors,right knee injury (DNP),2014,1,Andre Iguodala
4/2/2014,Warriors,strained right hamstring / right knee tendinitis (P) (DNP),2014,1,David Lee
4/2/2014,Heat,stomach virus (DNP),2014,1,Ray Allen
4/3/2014,Spurs,rest (DNP),2014,1,Manu Ginobili
4/4/2014,Bucks,right knee injury (DNP),2014,1,Ekpe Udoh
4/4/2014,Cavaliers,right knee tendinitis (DNP),2014,1,Sergey Karasev
4/4/2014,Heat,illness (DNP),2014,1,Justin Hamilton 
4/4/2014,Magic,sore left Achilles (DNP),2014,1,Nikola Vucevic
4/4/2014,Timberwolves,sore right foot (DNP),2014,1,Kevin Martin
4/5/2014,Bucks,sprained ankle (DNP),2014,1,Miroslav Raduljica
4/5/2014,Celtics,strained patella tendon in right knee (DNP),2014,1,Kris Humphries
4/5/2014,Lakers,back injury (DNP),2014,1,Steve Nash
4/5/2014,Timberwolves,back spasms (DNP),2014,1,Kevin Love
4/5/2014,Timberwolves,sore right knee (DNP),2014,1,Shabazz Muhammad
4/6/2014,Hawks,hamstring injury (DNP),2014,1,Lou Williams
4/6/2014,Heat,bruised right knee (DNP),2014,1,Chris Andersen
4/6/2014,Lakers,sore/strained right calf (DNP),2014,1,Chris Kaman
4/6/2014,Nuggets,sprained left ankle (DNP),2014,1,Ty Lawson
4/6/2014,Warriors,strained right hamstring / nerve irritation in right leg (P) (DNP),2014,1,David Lee
4/7/2014,Lakers,right foot injury (out indefinitely),2014,1,Kent Bazemore
4/8/2014,Heat,stomach virus (DNP),2014,1,Udonis Haslem
4/8/2014,Kings,sore lower back (DNP),2014,1,Reggie Evans
4/8/2014,Kings,strained lower back (DNP),2014,1,Rudy Gay
4/8/2014,Lakers,torn tendon in right foot (DNP),2014,1,Kent Bazemore
4/8/2014,Nets,illness (DNP),2014,1,Andray Blatche
4/8/2014,Pelicans,surgery on neck to repair herniated disc (out for season) (date approximate),2014,1,Ryan Anderson
4/8/2014,Pistons,knee injury (DNP),2014,1,Josh Smith
4/8/2014,Thunder,knee injury (DNP),2014,1,Russell Westbrook
4/8/2014,Timberwolves,sprained right ankle (DNP),2014,1,Chase Budinger
4/9/2014,Hawks,sore right ankle (DNP),2014,1,Pero Antic
4/9/2014,Nets,right hip pointer (DNP),2014,1,Paul Pierce
4/9/2014,Nets,sprained right big toe (DNP),2014,1,Shaun Livingston
4/9/2014,Pacers,rest (DNP),2014,1,David West
4/9/2014,Pacers,rest (DNP),2014,1,George Hill
4/9/2014,Pacers,rest (DNP),2014,1,Lance Stephenson
4/9/2014,Pacers,rest (DNP),2014,1,Paul George
4/9/2014,Pelicans,back spasms (DNP),2014,1,Anthony Davis
4/9/2014,Pistons,patellar tendinitis in left knee (DNP),2014,1,Josh Smith
4/9/2014,Timberwolves,back spasms (DNP),2014,1,Jose Barea 
4/11/2014,Bobcats,sore right groin (DNP),2014,1,Kemba Walker
4/11/2014,Cavaliers,back injury (DNP),2014,1,Luol Deng
4/11/2014,Celtics,bruised left shin (DNP),2014,1,Rajon Rondo
4/11/2014,Lakers,back injury / nerve root irritation (DNP),2014,1,Steve Nash
4/11/2014,Lakers,surgery on left wrist and right knee (out indefinitely),2014,1,Xavier Henry
4/11/2014,Nets,sore abdominal muscle (DNP),2014,1,Alan Anderson
4/11/2014,Spurs,calf injury / rest (DNP),2014,1,Manu Ginobili
4/11/2014,Spurs,food poisoning (DNP),2014,1,Matt Bonner
4/11/2014,Spurs,placed on IL for rest,2014,1,Tim Duncan
4/11/2014,Suns,sprained ankle (DNP),2014,1,Goran Dragic
4/11/2014,Timberwolves,hyperextended right elbow (DNP),2014,1,Kevin Love
4/11/2014,Warriors,right knee tendinitis (DNP),2014,1,Andre Iguodala
4/11/2014,Warriors,left knee injury (DNP),2014,1,Jermaine O'Neal
4/12/2014,76ers,sore right heel (DNP),2014,1,Jarvis Varnado
4/12/2014,Bucks,hip injury (DNP),2014,1,Brandon Knight
4/12/2014,Celtics,sprained left ankle (DNP),2014,1,Jared Sullinger
4/12/2014,Celtics,hyperextended right knee (DNP),2014,1,Jerryd Bayless
4/12/2014,Jazz,knee injury (DNP),2014,1,Marvin Williams
4/12/2014,Pelicans,sprained left ankle (DNP),2014,1,Brian Roberts
4/12/2014,Pelicans,left knee tendinitis (surgery) (DNP),2014,1,Eric Gordon
4/12/2014,Pelicans,DNP,2014,1,Tyreke Evans
4/12/2014,Rockets,sore wrist (DNP),2014,1,Chandler Parsons
4/13/2014,Magic,strained left groin (DNP),2014,1,Jameer Nelson
4/13/2014,Raptors,respiratory ailment (DNP),2014,1,Landry Fields
4/14/2014,Raptors,DNP,2014,1,DeMar DeRozan
4/14/2014,Spurs,rest (DNP),2014,1,Patty Mills
4/14/2014,Timberwolves,right knee injury (DNP),2014,1,Ronny Turiaf
4/15/2014,Knicks,torn labrum in right shoulder (DNP),2014,1,Carmelo Anthony
4/15/2014,Nuggets,torn ACL in left knee (out for season),2014,1,Danilo Gallinari
4/16/2014,Cavaliers,DNP,2014,1,Anderson Varejao
4/16/2014,Clippers,rest (DNP),2014,1,Chris Paul
4/16/2014,Clippers,rest (DNP),2014,1,J.J. Redick
4/16/2014,Hawks,DNP,2014,1,Paul Millsap
4/16/2014,Heat,DNP,2014,1,Mario Chalmers
4/16/2014,Jazz,knee injury (DNP),2014,1,Enes Kanter
4/16/2014,Knicks,ankle injury (DNP),2014,1,Raymond Felton
4/16/2014,Lakers,surgery on right foot to repair torn tendon,2014,1,Kent Bazemore
4/16/2014,Nets,right knee tendinitis (DNP),2014,1,Deron Williams
4/16/2014,Nets,right calf injury (DNP),2014,1,Joe Johnson
4/16/2014,Nets,rest (DNP),2014,1,Paul Pierce
4/16/2014,Raptors,returned to lineup,2014,1,DeMar DeRozan
4/16/2014,Rockets,rest (DNP),2014,1,Chandler Parsons
4/16/2014,Rockets,rest (DNP),2014,1,Jeremy Lin
4/16/2014,Warriors,fractured right rib (DNP),2014,1,Andrew Bogut
4/16/2014,Warriors,rest (DNP),2014,1,David Lee
4/16/2014,Warriors,calf injury (DNP),2014,1,Nemanja Nedovic
4/16/2014,Warriors,rest (DNP),2014,1,Stephen Curry
4/16/2014,Warriors,rest (DNP),2014,1,Andre Iguodala
4/20/2014,Heat,sprained right ankle (DNP),2014,1,Michael Beasley
4/27/2014,Raptors,back spasms (DNP),2014,1,Landry Fields
